id,ibs_op__pp,dummy_HG
"all;libglib-2.0.so.0.7200.2;[;0x0000000000020f77",714671,gnome-terminal-
"all;libglib-2.0.so.0.7200.2;[;0x000000000002099a",830778,gnome-terminal-
"all;libglib-2.0.so.0.7200.2;[;0x0000000000053354",858204,irssi
"all;libglib-2.0.so.0.7200.2;[;0x00000000000655a2",791871,chrome
"all;libglib-2.0.so.0.7200.2;[;0x0000000000055572",853309,chrome
"all;libglib-2.0.so.0.7200.2;[;0x0000000000051707",861474,gnome-terminal-
"all;libglib-2.0.so.0.7200.2;[;0x000000000001d220",775357,chrome
"all;libglib-2.0.so.0.7200.2;[;0x00000000000ab2c9",788799,gnome-terminal-
"all;libglib-2.0.so.0.7200.2;[;0x0000000000074c95",813922,i3bar
"all;libglib-2.0.so.0.7200.2;[;0x00000000000209a0",863319,gnome-terminal-
"all;libglib-2.0.so.0.7200.2;[;0x000000000007938c",808026,gnome-terminal-
"all;libglib-2.0.so.0.7200.2;[;0x00000000000552c2",834069,chrome
"all;libglib-2.0.so.0.7200.2;[;0x00000000000533fb",851978,gnome-terminal-
"all;libglib-2.0.so.0.7200.2;[;0x00000000000557c4",861555,chrome
"all;libglib-2.0.so.0.7200.2;[;0x000000000005568e",862118,gnome-terminal-
"all;libglib-2.0.so.0.7200.2;[;0x0000000000020986",813125,gnome-terminal-
"all;libglib-2.0.so.0.7200.2;[;0x0000000000020f74",834172,gnome-terminal-
"all;libglib-2.0.so.0.7200.2;[;0x0000000000080ff8",848764,chrome
"all;libglib-2.0.so.0.7200.2;[;0x0000000000079d95",801053,gnome-terminal-
"all;libglib-2.0.so.0.7200.2;[;0x0000000000050dd0",807907,gnome-terminal-
"all;libglib-2.0.so.0.7200.2;[;0x00000000000aac42",785301,chrome
"all;libglib-2.0.so.0.7200.2;[;0x00000000000248e0",1693222,gnome-terminal-
"all;gawk",,
"all;gawk;[",,
"all;gawk;[;0x0000000000065010",862907,awk
"all;gawk;[;0x0000000000068d74",842843,awk
"all;gawk;[;0x000000000005e789",856748,awk
"all;libgobject-2.0.so.0.7200.2",,
"all;libgobject-2.0.so.0.7200.2;[",,
"all;libgobject-2.0.so.0.7200.2;[;0x000000000003c556",861363,gnome-terminal-
"all;libgobject-2.0.so.0.7200.2;[;0x0000000000038f75",863011,gnome-terminal-
"all;libgobject-2.0.so.0.7200.2;[;0x0000000000039428",859703,gnome-terminal-
"all;libc.so.6",,
"all;libc.so.6;[",,
"all;libc.so.6;[;0x0000000000028370",766139,amixer
"all;libc.so.6;[;fdopen@@GLIBC_2.2.5",845033,htop
"all;libc.so.6;[;cfree@GLIBC_2.2.5",850101,status
"all;libc.so.6;[;__fstat64",859237,htop
"all;libc.so.6;[;pthread_mutex_unlock@@GLIBC_2.2.5",849341,Chrome_IOThread
"all;libc.so.6;[;__GI_____strtoll_l_internal",5917211,htop
"all;libc.so.6;[;read",1684198,htop
"all;libc.so.6;[;sysmalloc",5012180,g4run
"all;libc.so.6;[;__libc_openat64",5085721,htop
"all;libc.so.6;[;__GI___pthread_mutex_unlock_usercnt",804633,gnome-terminal-
"all;libc.so.6;[;pthread_cond_timedwait@@GLIBC_2.3.2",863726,HangWatcher
"all;libc.so.6;[;_int_free",762271,egrep
"all;libc.so.6;[;pthread_getspecific@@GLIBC_2.34",789153,Chrome_IOThread
"all;libc.so.6;[;memcpy@@GLIBC_2.14",803337,grep
"all;libc.so.6;[;__sprintf_chk",846891,htop
"all;libc.so.6;[;pthread_mutex_lock@@GLIBC_2.2.5",747376,status
"all;libc.so.6;[;getenv",807426,grep
"all;libc.so.6;[;__dup2",824546,status
"all;libc.so.6;[;__sysconf",833317,egrep
"all;libc.so.6;[;__close",766501,amixer
"all;libc.so.6;[;malloc",785128,fgrep
"all;libc.so.6;[;malloc_consolidate",858501,status
"all;libc.so.6;[;pthread_condattr_init",826665,ThreadPoolForeg
"all;libc.so.6;[;__strcpy_avx2",862240,fgrep
"all;libc.so.6;[;_IO_getc",4598724,amixer
"all;libc.so.6;[;_IO_default_uflow",2563485,htop
"all;libc.so.6;[;__close_nocancel",856192,htop
"all;libc.so.6;[;__strncmp_avx2",844491,fgrep
"all;libc.so.6;[;pthread_sigmask@GLIBC_2.2.5",809253,status
"all;libc.so.6;[;_itoa_word",818455,amixer
"all;libc.so.6;[;_IO_file_doallocate",797858,htop
"all;libc.so.6;[;__libc_sigaction",774249,htop
"all;libc.so.6;[;__GI_____strtod_l_internal",862591,g4run
"all;libc.so.6;[;_IO_getline_info",11015992,htop
"all;libc.so.6;[;_IO_default_xsputn",758522,amixer
"all;libc.so.6;[;__GI___memmem",709385,sensors
"all;libc.so.6;[;__libc_early_init",800339,egrep
"all;libc.so.6;[;__libc_fork",1722908,status
"all;libc.so.6;[;__vsnprintf_internal",853212,amixer
"all;libc.so.6;[;alloc_perturb",790428,bc
"all;libc.so.6;[;_IO_str_init_static_internal",1687754,amixer
"all;libc.so.6;[;__libc_calloc",2507314,amixer
"all;libc.so.6;[;__bindtextdomain",786774,date
"all;libc.so.6;[;fclose@@GLIBC_2.2.5",809366,htop
"all;libc.so.6;[;_int_malloc",832582,sed
"all;libc.so.6;[;__memmove_avx_unaligned",815940,status
"all;libc.so.6;[;sigemptyset",786403,status
"all;libc.so.6;[;msort_with_tmp.part.0",862013,grep
"all;libc.so.6;[;__strrchr_avx2",856371,grep
"all;libc.so.6;[;__uflow",848133,htop
"all;libc.so.6;[;__GI___libc_write",849384,perf
"all;libc.so.6;[;__closedir",863172,htop
"all;libc.so.6;[;epoll_wait",847846,Chrome_IOThread
"all;libc.so.6;[;_IO_file_xsputn@@GLIBC_2.2.5",833902,amixer
"all;libc.so.6;[;_nl_load_locale_from_archive",834174,tail
"all;libc.so.6;[;__default_morecore@GLIBC_2.2.5",853524,head
"all;libc.so.6;[;_IO_no_init",810875,htop
"all;libc.so.6;[;__lll_elision_init",858725,egrep
"all;libc.so.6;[;__strlen_avx2",767129,fgrep
"all;libc.so.6;[;__GI___inet_pton",804110,amixer
"all;libc.so.6;[;__mpn_mul_1",808932,g4run
"all;libc.so.6;[;__GI__IO_un_link.part.0",1631634,amixer
"all;libc.so.6;[;sched_setaffinity@@GLIBC_2.3.4",5736,perf
"all;libc.so.6;[;__libc_fcntl64",786033,ThreadPoolForeg
"all;libc.so.6;[;__vsprintf_internal",826924,amixer
"all;libc.so.6;[;re_search_internal",863653,grep
"all;libc.so.6;[;__mprotect",1657051,g4run
"all;libc.so.6;[;__GI___access",859244,status
"all;libc.so.6;[;@plt",1661521,htop
"all;libc.so.6;[;__GI___ioctl",2631,perf
"all;libc.so.6;[;__GI___libc_cleanup_push_defer",862010,htop
"all;libc.so.6;[;__snprintf_chk",2486599,amixer
"all;libc.so.6;[;__fpurge",860964,status
"all;libc.so.6;[;__GI_____strtoull_l_internal",6647601,htop
"all;libc.so.6;[;_IO_setb",849704,htop
"all;libc.so.6;[;__strcmp_avx2",792403,htop
"all;libc.so.6;[;__getpagesize",788260,grep
"all;libc.so.6;[;unlink_chunk.constprop.0",2502803,g4run
"all;libc.so.6;[;_nl_find_locale",832889,fgrep
"all;libc.so.6;[;__memmove_avx_unaligned_erms",854449,htop
"all;libc.so.6;[;__memcmp_avx2_movbe",7412537,chrome
"all;libc.so.6;[;_IO_sputbackc",1666379,htop
"all;libc.so.6;[;__memset_avx2_unaligned_erms",849033,awk
"all;libc.so.6;[;__GI___fstatat64",2472497,htop
"all;libc.so.6;[;_IO_fgets",15085520,htop
"all;libc.so.6;[;__GI___pthread_enable_asynccancel",821170,chrome
"all;libc.so.6;[;__isoc99_fscanf",863003,htop
"all;libc.so.6;[;pthread_mutex_trylock@@GLIBC_2.34",810158,ThreadPoolForeg
"all;libc.so.6;[;__vfprintf_internal",850784,awk
"all;libc.so.6;[;re_string_context_at",799129,grep
"all;libc.so.6;[;__strchrnul_avx2",806211,g4run
"all;libc.so.6;[;_IO_unsave_markers",852531,tail
"all;libc.so.6;[;__memchr_avx2",8410721,htop
"all;libc.so.6;[;__strstr_sse2",839535,htop
"all;libc.so.6;[;re_compile_internal",825434,grep
"all;libc.so.6;[;_IO_default_finish",821814,htop
"all;libc.so.6;[;_IO_switch_to_get_mode",1614089,htop
"all;libc.so.6;[;sem_init@@GLIBC_2.34",833576,amixer
"all;libc.so.6;[;__wcsnlen_ifunc",810049,fgrep
"all;libc.so.6;[;__gconv_transform_utf8_internal",766793,grep
"all;libc.so.6;[;__memset_avx2_unaligned",755245,status
"all;libc.so.6;[;__GI___printf_fp_l",1631644,g4run
"all;libc.so.6;[;__underflow",713409,sensors
"all;libc.so.6;[;__tfind",791437,amixer
"all;libc.so.6;[;__fcntl64_nocancel_adjusted",857241,htop
"all;libc.so.6;[;__strchr_avx2",764888,status
"all;libc.so.6;[;_IO_file_underflow@@GLIBC_2.2.5",5045395,htop
"all;libc.so.6;[;__errno_location",852266,Chrome_ChildIOT
"all;libc.so.6;[;__vfscanf_internal",7727800,htop
"all;libc.so.6;[;read_alias_file",862713,head
"all;perf",,
"all;perf;[",,
"all;perf;[;perf_mmap__consume",862686,perf
"all;perf;[;perf_evsel__run_ioctl",4420,perf
"all;perf;[;perf_cpu_map__idx",1842,perf
"all;perf;[;record__mmap_read_evlist",4024599,perf
"all;perf;[;perf_mmap__push",2492005,perf
"all;perf;[;perf_cpu_map__cpu",2920,perf
"all;perf;[;affinity__set",2710,perf
"all;libCLHEP-2.4.5.3.so",,
"all;libCLHEP-2.4.5.3.so;[",,
"all;libCLHEP-2.4.5.3.so;[;CLHEP::HepLorentzRotation::rotateZ",155848863,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::RandGaussQ::transformQuick",1157400428,g4run
"all;libCLHEP-2.4.5.3.so;[;__tls_get_addr@plt",1675928130,g4run
"all;libCLHEP-2.4.5.3.so;[;HepGeom::operator*",18370509,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::Hep3Vector::rotateUz",1588382716,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::HepLorentzVector::operator/=",820694,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::HepLorentzVector::rapidity",850828,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::RandGamma::genGamma@plt",862123,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::HepLorentzRotation::set",5032051,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::MixMaxRng::MULWU",2924786457,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::HepLorentzVector::findBoostToCM",861689,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::operator/",259143314,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::(anonymous namespace)::theDefaults",7678164607,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::MixMaxRng::iterate@plt",330128692,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::MixMaxRng::MULWU@plt",1135173849,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::MixMaxRng::iterate",8313344411,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::HepRandom::getTheEngine",2242572374,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::MixMaxRng::generate",6839648512,g4run
"all;libCLHEP-2.4.5.3.so;[;sincos@plt",170987412,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::HepLorentzVector::boost",1475869451,g4run
"all;libCLHEP-2.4.5.3.so;[;log@plt",852730,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::MixMaxRng::modadd@plt",1217544446,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::MixMaxRng::modadd",2136810914,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::RandGamma::shoot",4308020,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::Hep3Vector::setSpherical",168963754,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::Hep3Vector::operator*=",204789835,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::MixMaxRng::generate@plt",401981047,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::MixMaxRng::flatArray",3365069367,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::RandFlat::shoot",861326,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::RandGamma::genGamma",10203349,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::HepLorentzRotation::rotateY",145734426,g4run
"all;libCLHEP-2.4.5.3.so;[;CLHEP::HepLorentzVector::boostVector",1610547749,g4run
"all;[JIT]",,
"all;[JIT];tid",,
"all;[JIT];tid;0x000055ad6fe89e58",707456,chrome
"all;[JIT];tid;0x000055ad6fec55b0",857936,chrome
"all;[JIT];tid;0x000055ad680cba40",855566,chrome
"all;[JIT];tid;0x000055ad6ff0ffcf",862008,chrome
"all;[JIT];tid;0x000055ad6fec4c46",756657,chrome
"all;[JIT];tid;0x000055ad6899ff91",778537,chrome
"all;[JIT];tid;0x000055ad6fed2005",850678,chrome
"all;[JIT];tid;0x000055ad6ff1123f",790751,chrome
"all;[JIT];tid;0x000055ad681e8958",825922,chrome
"all;[JIT];tid;0x000055ad680c7aff",812969,chrome
"all;[JIT];tid;0x000055ad6ff74252",855041,chrome
"all;[JIT];tid;0x000055ad6fec5ea7",821509,chrome
"all;[JIT];tid;0x000055ad6ff10378",804385,chrome
"all;[JIT];tid;0x000055ad6ff0ffd3",808413,chrome
"all;[JIT];tid;0x000055ad680c7994",790518,chrome
"all;[JIT];tid;0x000055ad681eb8cb",819400,chrome
"all;[JIT];tid;0x000055ad6fec6763",804674,chrome
"all;[JIT];tid;0x000055ad680bb57f",824838,chrome
"all;[JIT];tid;0x000055ad6fe86cc0",789794,chrome
"all;[JIT];tid;0x000055ad6fe817c9",782227,chrome
"all;[JIT];tid;0x000055ad680b0000",863175,chrome
"all;[JIT];tid;0x000055ad6ff105b1",802312,chrome
"all;[JIT];tid;0x000055ad680ccaf6",803907,chrome
"all;[JIT];tid;0x000055ad6feca752",827849,chrome
"all;[JIT];tid;0x000055ad6808ae73",811503,chrome
"all;[JIT];tid;0x000055ad6ff0fe78",814247,chrome
"all;[JIT];tid;0x000055ad6810f105",820679,chrome
"all;[JIT];tid;0x000055ad6fecc894",824007,chrome
"all;[JIT];tid;0x000055ad6ff683ac",839918,chrome
"all;[JIT];tid;0x000055ad6fec5e5a",842982,chrome
"all;[JIT];tid;0x000055ad6fec5afe",845830,chrome
"all;[JIT];tid;0x000055ad6febcd9a",835859,chrome
"all;[JIT];tid;0x000055ad6fec477f",847714,chrome
"all;[JIT];tid;0x000055ad6ff9de2e",816928,chrome
"all;[JIT];tid;0x000055ad6fecc3e1",784687,chrome
"all;[JIT];tid;0x000055ad68149ef8",847617,chrome
"all;[JIT];tid;0x000055ad6fe8aafc",816971,chrome
"all;[JIT];tid;0x000055ad6ff46000",785341,chrome
"all;[JIT];tid;0x000055ad680b5c10",849187,chrome
"all;[JIT];tid;0x000055ad6fe82780",781856,chrome
"all;[JIT];tid;0x000055ad6fecd2cd",862963,chrome
"all;[JIT];tid;0x000055ad68098da0",825813,chrome
"all;[JIT];tid;0x000055ad6ff68234",855404,chrome
"all;[JIT];tid;0x000055ad681706d2",841791,chrome
"all;[JIT];tid;0x000055ad6fe8a992",861383,chrome
"all;[JIT];tid;0x000055ad681cadc2",856782,chrome
"all;[JIT];tid;0x000055ad6fec4b76",859505,chrome
"all;[JIT];tid;0x000055ad680d8637",829126,chrome
"all;[JIT];tid;0x000055ad68098c40",843060,chrome
"all;[JIT];tid;0x000055ad6fed23ba",854151,chrome
"all;[JIT];tid;0x000055ad6fed520f",852501,chrome
"all;[JIT];tid;0x000055ad6fed23bd",830061,chrome
"all;[JIT];tid;0x000055ad6fe814a5",833313,chrome
"all;[JIT];tid;0x000055ad6ff742e5",856754,chrome
"all;[JIT];tid;0x000055ad6fecd2d1",783062,chrome
"all;[JIT];tid;0x000055ad681f8aaa",798436,chrome
"all;[JIT];tid;0x000055ad6ff2a075",858990,chrome
"all;[JIT];tid;0x000055ad68152608",843066,chrome
"all;[JIT];tid;0x000055ad6fed12c6",807469,chrome
"all;[JIT];tid;0x000055ad6fec5e88",765417,chrome
"all;[JIT];tid;0x000055ad68107b6b",858964,chrome
"all;[JIT];tid;0x000055ad6808c368",857396,chrome
"all;[JIT];tid;0x000055ad6ff688b6",850864,chrome
"all;[JIT];tid;0x000055ad6ff688d0",828613,chrome
"all;[JIT];tid;0x000055ad6feccc31",809867,chrome
"all;[JIT];tid;0x000055ad682f65fd",780532,chrome
"all;[JIT];tid;0x000055ad6ff58c47",772421,chrome
"all;[JIT];tid;0x000055ad6fe89e87",802274,chrome
"all;[JIT];tid;0x000055ad6814abd1",790615,chrome
"all;[JIT];tid;0x000055ad6fe90479",817200,chrome
"all;[JIT];tid;0x000055ad6ff2a0a0",855620,chrome
"all;[JIT];tid;0x000055ad6ff0f345",821038,chrome
"all;[JIT];tid;0x000055ad6ff0fdeb",828120,chrome
"all;[JIT];tid;0x000055ad680bb514",795514,chrome
"all;[JIT];tid;0x000055ad6feccbc0",791730,chrome
"all;[JIT];tid;0x000055ad680c6000",800323,chrome
"all;[JIT];tid;0x000055ad6ff68351",838328,chrome
"all;[JIT];tid;0x000055ad6feccc58",849458,chrome
"all;[JIT];tid;0x000055ad6814eaad",834137,chrome
"all;[JIT];tid;0x000055ad68438d52",829048,chrome
"all;[JIT];tid;0x000055ad6fece1c7",861283,chrome
"all;[JIT];tid;0x000055ad6fecd238",823367,chrome
"all;[JIT];tid;0x000055ad6fed28a9",789367,chrome
"all;[JIT];tid;0x000055ad6ff91447",801910,chrome
"all;[JIT];tid;0x000055ad6fec6331",858203,chrome
"all;[JIT];tid;0x000055ad6fe8d21a",856990,chrome
"all;[JIT];tid;0x000055ad681c8e1d",830125,chrome
"all;[JIT];tid;0x000055ad6ff1026b",828748,chrome
"all;[JIT];tid;0x000055ad6feccb03",824458,chrome
"all;[JIT];tid;0x000055ad6ff29a80",853657,chrome
"all;[JIT];tid;0x000055ad6febb440",824335,chrome
"all;[JIT];tid;0x000055ad6fecd1c6",861471,chrome
"all;[JIT];tid;0x000055ad6fe8d181",785256,chrome
"all;[JIT];tid;0x000055ad6fe8aaea",820972,chrome
"all;[JIT];tid;0x000055ad6fec50ac",858357,chrome
"all;[JIT];tid;0x000055ad6fec5084",846144,chrome
"all;[JIT];tid;0x000055ad6ff29cdc",829671,chrome
"all;[JIT];tid;0x000055ad6fef49db",848116,chrome
"all;[JIT];tid;0x000055ad685c41be",778818,chrome
"all;[JIT];tid;0x000055ad6fece601",854445,chrome
"all;[JIT];tid;0x000055ad684eb583",857372,chrome
"all;[JIT];tid;0x000055ad6fecc55c",752490,chrome
"all;[JIT];tid;0x000055ad6ff0fd18",825965,chrome
"all;[JIT];tid;0x000055ad68098cf7",800682,chrome
"all;[JIT];tid;0x000055ad6815715d",803761,chrome
"all;[JIT];tid;0x000055ad685ddeb0",811370,chrome
"all;[JIT];tid;0x000055ad6ff0fd32",839459,chrome
"all;[JIT];tid;0x000055ad6fecfcaa",731011,chrome
"all;[JIT];tid;0x000055ad6fe81e4a",840959,chrome
"all;[JIT];tid;0x000055ad6fe894b3",812273,chrome
"all;[JIT];tid;0x000055ad6feca7cf",813687,chrome
"all;[JIT];tid;0x000055ad6fecf04c",819903,chrome
"all;[JIT];tid;0x000055ad681def0a",803149,chrome
"all;[JIT];tid;0x000055ad6ff0f752",781039,chrome
"all;[JIT];tid;0x000055ad6fed2880",841250,chrome
"all;[JIT];tid;0x000055ad68315b7b",858635,chrome
"all;[JIT];tid;0x000055ad68091d4a",862181,chrome
"all;libG4tracking.so",,
"all;libG4tracking.so;[",,
"all;libG4tracking.so;[;0x000000000002f1de",37437142,g4run
"all;libG4tracking.so;[;0x000000000002f7f7",84331293,g4run
"all;libG4tracking.so;[;0x000000000002ef9d",119458635,g4run
"all;libG4tracking.so;[;G4AdjointCrossSurfChecker::GoingInOrOutOfaVolumeByExtSurface",319322036,g4run
"all;libG4tracking.so;[;G4SteppingManager::InvokeAtRestDoItProcs",1409450783,g4run
"all;libG4tracking.so;[;G4UserLimits::SetUserMinEkine",1023204182,g4run
"all;libG4tracking.so;[;0x000000000002f82a",133278693,g4run
"all;libG4tracking.so;[;G4Step::InitializeStep",329720833,g4run
"all;libG4tracking.so;[;G4ProcessManager::EndTracking@plt",32675362,g4run
"all;libG4tracking.so;[;G4UserLimits::SetUserMaxTime",1022391360,g4run
"all;libG4tracking.so;[;G4SteppingManager::SetInitialStep@plt",267413521,g4run
"all;libG4tracking.so;[;0x000000000002f82d",67991120,g4run
"all;libG4tracking.so;[;0x000000000002f9ae",42303043,g4run
"all;libG4tracking.so;[;G4SteppingManager::Stepping",9966496806,g4run
"all;libG4tracking.so;[;0x000000000002f9ca",20781735,g4run
"all;libG4tracking.so;[;G4SteppingManager::SetInitialStep",19130735165,g4run
"all;libG4tracking.so;[;0x000000000002fff6",771043,g4run
"all;libG4tracking.so;[;G4Allocator<G4TouchableHistory>::~G4Allocator",1175643298,g4run
"all;libG4tracking.so;[;G4UserLimits::GetUserMinEkine",27330924,g4run
"all;libG4tracking.so;[;0x000000000002f7bd",67929661,g4run
"all;libG4tracking.so;[;G4SteppingVerbose::~G4SteppingVerbose",4180270,g4run
"all;libG4tracking.so;[;0x000000000002f819",116697655,g4run
"all;libG4tracking.so;[;G4SteppingManager::InvokePostStepDoItProcs",15951642427,g4run
"all;libG4tracking.so;[;G4UserLimits::SetMaxAllowedStep",230766893,g4run
"all;libG4tracking.so;[;0x0000000000043e47",61754500,g4run
"all;libG4tracking.so;[;0x000000000002f7de",85996414,g4run
"all;libG4tracking.so;[;0x000000000002f837",81850496,g4run
"all;libG4tracking.so;[;0x000000000002f7a1",200711642,g4run
"all;libG4tracking.so;[;G4SteppingManager::ProcessSecondariesFromParticleChange",3159698631,g4run
"all;libG4tracking.so;[;0x000000000002f7fb",88161159,g4run
"all;libG4tracking.so;[;0x000000000002f7a4",192686849,g4run
"all;libG4tracking.so;[;0x000000000002f7a6",106946498,g4run
"all;libG4tracking.so;[;0x000000000002f7a8",45776629,g4run
"all;libG4tracking.so;[;G4SteppingVerbose::VerboseParticleChange",10121756,g4run
"all;libG4tracking.so;[;0x000000000002f7c7",51457795,g4run
"all;libG4tracking.so;[;G4VVisManager::GetConcreteInstance@plt",251728424,g4run
"all;libG4tracking.so;[;std::_Rb_tree<G4String, std::pair<G4String const, G4AttDef>, std::_Select1st<std::pair<G4String const, G4AttDef> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4AttDef> > >::find@plt",39016491,g4run
"all;libG4tracking.so;[;G4UserLimits::GetUserMinRange",94238499,g4run
"all;libG4tracking.so;[;G4SteppingManager::GetProcessNumber",1004502785,g4run
"all;libG4tracking.so;[;G4UserLimits::SetUserMaxTrackLength",64845797,g4run
"all;libG4tracking.so;[;G4NoProcess::~G4NoProcess",213530204,g4run
"all;libG4tracking.so;[;G4Step::UpdateTrack",66369371,g4run
"all;libG4tracking.so;[;G4SteppingManager::InvokeAlongStepDoItProcs",229202710,g4run
"all;libG4tracking.so;[;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",369075872,g4run
"all;libG4tracking.so;[;G4SteppingManager::InvokePSDIP",1132195562,g4run
"all;libG4tracking.so;[;G4TouchableHistory::G4TouchableHistory@plt",462242525,g4run
"all;libG4tracking.so;[;0x000000000002fffd",839231,g4run
"all;libG4tracking.so;[;0x000000000002f81c",150304414,g4run
"all;libG4tracking.so;[;0x000000000002fe44",829412,g4run
"all;libG4tracking.so;[;0x000000000002f81f",204555204,g4run
"all;libG4tracking.so;[;G4UserLimits::GetUserMaxTime",29135443,g4run
"all;libG4tracking.so;[;0x0000000000043e4b",73005192,g4run
"all;libG4tracking.so;[;G4AdjointCrossSurfChecker::CrossingOneOfTheRegisteredSurface@plt",148296646,g4run
"all;libG4tracking.so;[;0x000000000002f83b",56967219,g4run
"all;libG4tracking.so;[;0x0000000000043e4f",43456164,g4run
"all;libG4tracking.so;[;G4UserLimits::GetUserMaxTrackLength",142701799,g4run
"all;libG4tracking.so;[;0x000000000002f83f",96262728,g4run
"all;libG4tracking.so;[;std::vector<G4String, std::allocator<G4String> >::_M_realloc_insert<char const*&>",4040312329,g4run
"all;libG4tracking.so;[;0x000000000002f7aa",41282450,g4run
"all;libG4tracking.so;[;std::_Rb_tree_insert_and_rebalance@plt",60627239,g4run
"all;libG4tracking.so;[;G4StepPoint::operator=@plt",441829247,g4run
"all;libG4tracking.so;[;0x000000000002f7ac",48039149,g4run
"all;libG4tracking.so;[;G4SteppingVerbose::AlongStepDoItOneByOne",15560435163,g4run
"all;libG4tracking.so;[;0x000000000002f7ad",83594148,g4run
"all;libG4tracking.so;[;G4TrajectoryPoint::G4TrajectoryPoint@plt",662717299,g4run
"all;libG4tracking.so;[;0x000000000002ef97",853943,g4run
"all;libG4tracking.so;[;G4SteppingVerbose::PostStepDoItOneByOne",6371856550,g4run
"all;libG4tracking.so;[;G4Region::GetRegionalSteppingAction@plt",142035580,g4run
"all;libG4tracking.so;[;G4SteppingManager::GetProcessNumber@plt",172982750,g4run
"all;libG4tracking.so;[;G4RichTrajectoryPoint::~G4RichTrajectoryPoint@plt",258758531,g4run
"all;libG4tracking.so;[;0x000000000002f809",100926573,g4run
"all;libG4tracking.so;[;0x000000000002f7cd",30042546,g4run
"all;libG4tracking.so;[;G4UserLimits::GetMaxAllowedStep",33795955,g4run
"all;libG4tracking.so;[;0x000000000002f826",100958659,g4run
"all;libG4tracking.so;[;std::_Rb_tree<G4String, std::pair<G4String const, G4AttDef>, std::_Select1st<std::pair<G4String const, G4AttDef> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4AttDef> > >::_M_get_insert_unique_pos@plt",215212484,g4run
"all;libG4tracking.so;[;0x000000000002f9a9",108401376,g4run
"all;libG4tracking.so;[;0x000000000002f7ed",33899421,g4run
"all;libG4tracking.so;[;G4CountedObject<G4VTouchable>::Release@plt",354841672,g4run
"all;libG4tracking.so;[;G4UserSteppingAction::UserSteppingAction",110373983,g4run
"all;libG4tracking.so;[;G4PropagatorInField::SetTrajectoryFilter@plt",45363026,g4run
"all;libG4tracking.so;[;G4AttValue::G4AttValue@plt",100961027,g4run
"all;libG4tracking.so;[;std::vector<G4Track*, std::allocator<G4Track*> >::_M_realloc_insert<G4Track* const&>",57804547,g4run
"all;libG4tracking.so;[;G4Track::~G4Track@plt",577275939,g4run
"all;libG4tracking.so;[;G4SteppingManager::Stepping@plt",839846,g4run
"all;libG4tracking.so;[;0x000000000002f7d8",27323283,g4run
"all;libG4tracking.so;[;0x000000000002f1dc",31376688,g4run
"all;libG4tracking.so;[;0x000000000002fe4b",862620,g4run
"all;libvtkFiltersFlowPaths-9.1.so.9.1.0",,
"all;libvtkFiltersFlowPaths-9.1.so.9.1.0;[",,
"all;libvtkFiltersFlowPaths-9.1.so.9.1.0;[;std::vector<double, std::allocator<double> >::_M_fill_insert",3378737,g4run
"all;libpythia8.so",,
"all;libpythia8.so;[",,
"all;libpythia8.so;[;std::vector<int, std::allocator<int> >::reserve",4139783,g4run
"all;libpango-1.0.so.0.5000.7",,
"all;libpango-1.0.so.0.5000.7;[",,
"all;libpango-1.0.so.0.5000.7;[;0x000000000002a864",842529,i3bar
"all;libpango-1.0.so.0.5000.7;[;0x00000000000253c3",831461,i3bar
"all;libG4vis_management.so",,
"all;libG4vis_management.so;[",,
"all;libG4vis_management.so;[;0x000000000004f390",856064,g4run
"all;libG4vis_management.so;[;G4VisCommandViewerList::SetNewValue",1721145,g4run
"all;ld-linux-x86-64.so.2",,
"all;ld-linux-x86-64.so.2;[",,
